city,state,latitude,longitude,dup
Davis Creek, NSW,-32.16, 150.890,FALSE
Rossgole, NSW,-32.16, 150.890,FALSE
Rouchel, NSW,-32.16, 150.890,FALSE
Rouchel Brook, NSW,-32.16, 150.890,FALSE
Upper Dartbrook, NSW,-32.16, 150.890,FALSE
Upper Rouchel, NSW,-32.16, 150.890,FALSE
Belltrees, NSW,-31.99, 151.120,FALSE
Brawboy, NSW,-31.99, 151.120,FALSE
Bunnan, NSW,-31.99, 151.120,FALSE
Dry Creek, NSW,-31.99, 151.120,FALSE
Ellerston, NSW,-31.99, 151.120,FALSE
Glenbawn, NSW,-31.99, 151.120,FALSE
Glenrock, NSW,-31.99, 151.120,FALSE
Gundy, NSW,-31.99, 151.120,FALSE
Kars Springs, NSW,-31.99, 151.120,FALSE
Middle Brook, NSW,-31.99, 151.120,FALSE
Moobi, NSW,-31.99, 151.120,FALSE
Moonan Brook, NSW,-31.99, 151.120,FALSE
Moonan Flat, NSW,-31.99, 151.120,FALSE
Murulla, NSW,-31.99, 151.120,FALSE
Omadale, NSW,-31.99, 151.120,FALSE
Owens Gap, NSW,-31.99, 151.120,FALSE
Pages Creek, NSW,-31.99, 151.120,FALSE
Parkville, NSW,-31.99, 151.120,FALSE
Scone, NSW,-31.99, 151.120,FALSE
Segenhoe, NSW,-31.99, 151.120,FALSE
Stewarts Brook, NSW,-31.99, 151.120,FALSE
Tomalla, NSW,-31.99, 151.120,FALSE
Waverly, NSW,-31.99, 151.120,FALSE
Wingen, NSW,-31.99, 151.120,FALSE
Woolooma, NSW,-31.99, 151.120,FALSE
Ardglen, NSW,-31.73, 150.790,FALSE
Blandford, NSW,-31.73, 150.790,FALSE
Crawney, NSW,-31.73, 150.790,FALSE
Green Creek, NSW,-31.73, 150.790,FALSE
Murrurundi, NSW,-31.73, 150.790,FALSE
Pages River, NSW,-31.73, 150.790,FALSE
Sandy Creek, NSW,-31.73, 150.790,FALSE
Scotts Creek, NSW,-31.73, 150.790,FALSE
Timor, NSW,-31.73, 150.790,FALSE
Big Jacks Creek, NSW,-31.77, 150.620,FALSE
Braefield, NSW,-31.77, 150.620,FALSE
Cattle Creek, NSW,-31.77, 150.620,FALSE
Chilcotts Creek, NSW,-31.77, 150.620,FALSE
Little Jacks Creek, NSW,-31.77, 150.620,FALSE
Macdonalds Creek, NSW,-31.77, 150.620,FALSE
Parraweena, NSW,-31.77, 150.620,FALSE
Warrah, NSW,-31.77, 150.620,FALSE
Warrah Creek, NSW,-31.77, 150.620,FALSE
Willow Tree, NSW,-31.77, 150.620,FALSE
Appleby, NSW,-30.96, 150.830,FALSE
Barry, NSW,-30.96, 150.830,FALSE
Bective, NSW,-30.96, 150.830,FALSE
Bithramere, NSW,-30.96, 150.830,FALSE
Bowling Alley Point, NSW,-30.96, 150.830,FALSE
Calala, NSW,-30.96, 150.830,FALSE
Carroll, NSW,-30.96, 150.830,FALSE
Daruka, NSW,-30.96, 150.830,FALSE
Duncans Creek, NSW,-30.96, 150.830,FALSE
Dungowan, NSW,-30.96, 150.830,FALSE
East Tamworth, NSW,-30.96, 150.830,FALSE
Garoo, NSW,-30.96, 150.830,FALSE
Gidley, NSW,-30.96, 150.830,FALSE
Goonoo Goonoo, NSW,-30.96, 150.830,FALSE
Hallsville, NSW,-30.96, 150.830,FALSE
Hanging Rock, NSW,-30.96, 150.830,FALSE
Hillvue, NSW,-30.96, 150.830,FALSE
Keepit, NSW,-30.96, 150.830,FALSE
Kingswood, NSW,-30.96, 150.830,FALSE
Loomberah, NSW,-30.96, 150.830,FALSE
Moore Creek, NSW,-30.96, 150.830,FALSE
Nemingha, NSW,-30.96, 150.830,FALSE
North Tamworth, NSW,-30.96, 150.830,FALSE
Nundle, NSW,-30.96, 150.830,FALSE
Ogunbil, NSW,-30.96, 150.830,FALSE
Oxley Vale, NSW,-30.96, 150.830,FALSE
Piallamore, NSW,-30.96, 150.830,FALSE
Somerton, NSW,-30.96, 150.830,FALSE
South Tamworth, NSW,-30.96, 150.830,FALSE
Taminda, NSW,-30.96, 150.830,FALSE
Tamworth, NSW,-30.96, 150.830,FALSE
Timbumburi, NSW,-30.96, 150.830,FALSE
Wallamore, NSW,-30.96, 150.830,FALSE
Warral, NSW,-30.96, 150.830,FALSE
Weabonga, NSW,-30.96, 150.830,FALSE
West Tamworth, NSW,-30.96, 150.830,FALSE
Westdale, NSW,-30.96, 150.830,FALSE
Woolomin, NSW,-30.96, 150.830,FALSE
Werris Creek, NSW,-31.35, 150.620,FALSE
Currabubula, NSW,-31.26, 150.730,FALSE
Piallaway, NSW,-31.26, 150.730,FALSE
Blackville, NSW,-31.66, 150.300,FALSE
Borambil, NSW,-31.66, 150.300,FALSE
Bundella, NSW,-31.66, 150.300,FALSE
Caroona, NSW,-31.66, 150.300,FALSE
Colly Blue, NSW,-31.66, 150.300,FALSE
Coomoo Coomoo, NSW,-31.66, 150.300,FALSE
Pine Ridge, NSW,-31.66, 150.300,FALSE
Quipolly, NSW,-31.66, 150.300,FALSE
Quirindi, NSW,-31.66, 150.300,FALSE
Spring Ridge, NSW,-31.66, 150.300,FALSE
Wallabadah, NSW,-31.66, 150.300,FALSE
Warrah Ridge, NSW,-31.66, 150.300,FALSE
Windy, NSW,-31.66, 150.300,FALSE
Yannergee, NSW,-31.66, 150.300,FALSE
Yarraman, NSW,-31.66, 150.300,FALSE
Duri, NSW,-31.22, 150.820,FALSE
Winton, NSW,-31.22, 150.820,FALSE
Attunga, NSW,-30.93, 150.850,FALSE
Garthowen, NSW,-30.93, 150.850,FALSE
Borah Creek, NSW,-30.61, 150.510,FALSE
Halls Creek, NSW,-30.61, 150.510,FALSE
Klori, NSW,-30.61, 150.510,FALSE
Manilla, NSW,-30.61, 150.510,FALSE
Namoi River, NSW,-30.61, 150.510,FALSE
New Mexico, NSW,-30.61, 150.510,FALSE
Rushes Creek, NSW,-30.61, 150.510,FALSE
Upper Manilla, NSW,-30.61, 150.510,FALSE
Warrabah, NSW,-30.61, 150.510,FALSE
Wimborne, NSW,-30.61, 150.510,FALSE
Wongo Creek, NSW,-30.61, 150.510,FALSE
Banoon, NSW,-30.53, 150.440,FALSE
Barraba, NSW,-30.53, 150.440,FALSE
Cobbadah, NSW,-30.53, 150.440,FALSE
Gulf Creek, NSW,-30.53, 150.440,FALSE
Gundamulda, NSW,-30.53, 150.440,FALSE
Ironbark, NSW,-30.53, 150.440,FALSE
Lindesay, NSW,-30.53, 150.440,FALSE
Longarm, NSW,-30.53, 150.440,FALSE
Mayvale, NSW,-30.53, 150.440,FALSE
Red Hill, NSW,-30.53, 150.440,FALSE
Thirloene, NSW,-30.53, 150.440,FALSE
Upper Horton, NSW,-30.53, 150.440,FALSE
Woodsreef, NSW,-30.53, 150.440,FALSE
New England MC, NSW,0, 0.000,FALSE
Aberfoyle, NSW,-30.24, 152.010,FALSE
Abington, NSW,-30.24, 152.010,FALSE
Argyle, NSW,-30.24, 152.010,FALSE
Armidale, NSW,-30.24, 152.010,FALSE
Boorolong, NSW,-30.24, 152.010,FALSE
Castle Doyle, NSW,-30.24, 152.010,FALSE
Dangarsleigh, NSW,-30.24, 152.010,FALSE
Donald Creek, NSW,-30.24, 152.010,FALSE
Dumaresq, NSW,-30.24, 152.010,FALSE
Duval, NSW,-30.24, 152.010,FALSE
Hillgrove, NSW,-30.24, 152.010,FALSE
Invergowrie, NSW,-30.24, 152.010,FALSE
Jeogla, NSW,-30.24, 152.010,FALSE
Kellys Plains, NSW,-30.24, 152.010,FALSE
Lyndhurst, NSW,-30.24, 152.010,FALSE
Puddledock, NSW,-30.24, 152.010,FALSE
Saumarez, NSW,-30.24, 152.010,FALSE
Saumarez Ponds, NSW,-30.24, 152.010,FALSE
Thalgarrah, NSW,-30.24, 152.010,FALSE
Tilbuster, NSW,-30.24, 152.010,FALSE
Wards Mistake, NSW,-30.24, 152.010,FALSE
West Armidale, NSW,-30.24, 152.010,FALSE
Wollomombi, NSW,-30.24, 152.010,FALSE
Wongwibinda, NSW,-30.24, 152.010,FALSE
University Of New England, NSW,-30.49, 151.640,FALSE
Kootingal, NSW,-31.06, 151.050,FALSE
Limbri, NSW,-31.06, 151.050,FALSE
Mulla Creek, NSW,-31.06, 151.050,FALSE
Tintinhull, NSW,-31.06, 151.050,FALSE
Moonbi, NSW,-30.95, 151.050,FALSE
Kentucky, NSW,-31.27, 151.550,FALSE
Kentucky South, NSW,-31.27, 151.550,FALSE
Niangala, NSW,-31.27, 151.550,FALSE
Nowendoc, NSW,-31.27, 151.550,FALSE
Walcha, NSW,-31.27, 151.550,FALSE
Walcha Road, NSW,-31.27, 151.550,FALSE
Wollun, NSW,-31.27, 151.550,FALSE
Woolbrook, NSW,-31.27, 151.550,FALSE
Yarrowitch, NSW,-31.27, 151.550,FALSE
Bendemeer, NSW,-30.88, 151.160,FALSE
Retreat, NSW,-30.88, 151.160,FALSE
Watsons Creek, NSW,-30.88, 151.160,FALSE
Gwabegar, NSW,-30.62, 148.970,FALSE
Bomera, NSW,-31.51, 149.790,FALSE
Box Ridge, NSW,-31.51, 149.790,FALSE
Bugaldie, NSW,-31.51, 149.790,FALSE
Coonabarabran, NSW,-31.51, 149.790,FALSE
Dandry, NSW,-31.51, 149.790,FALSE
Gowang, NSW,-31.51, 149.790,FALSE
Purlewaugh, NSW,-31.51, 149.790,FALSE
Rocky Glen, NSW,-31.51, 149.790,FALSE
Tannabar, NSW,-31.51, 149.790,FALSE
Ulamambri, NSW,-31.51, 149.790,FALSE
Wattle Springs, NSW,-31.51, 149.790,FALSE
Arding, NSW,-30.59, 151.560,FALSE
Balala, NSW,-30.59, 151.560,FALSE
Gostwyck, NSW,-30.59, 151.560,FALSE
Kingstown, NSW,-30.59, 151.560,FALSE
Mihi, NSW,-30.59, 151.560,FALSE
Rocky River, NSW,-30.59, 151.560,FALSE
Salisbury Plains, NSW,-30.59, 151.560,FALSE
Torryburn, NSW,-30.59, 151.560,FALSE
Yarrowyck, NSW,-30.59, 151.560,FALSE
Bakers Creek, NSW,-30, 151.080,FALSE
Bundarra, NSW,-30, 151.080,FALSE
Camerons Creek, NSW,-30, 151.080,FALSE
Auburn Vale, NSW,-29.84, 151.040,FALSE
Brodies Plains, NSW,-29.84, 151.040,FALSE
Bukkulla, NSW,-29.84, 151.040,FALSE
Cherry Tree Hill, NSW,-29.84, 151.040,FALSE
Copeton, NSW,-29.84, 151.040,FALSE
Elsmore, NSW,-29.84, 151.040,FALSE
Gilgai, NSW,-29.84, 151.040,FALSE
Graman, NSW,-29.84, 151.040,FALSE
Gum Flat, NSW,-29.84, 151.040,FALSE
Howell, NSW,-29.84, 151.040,FALSE
Inverell, NSW,-29.84, 151.040,FALSE
Kings Plains, NSW,-29.84, 151.040,FALSE
Little Plain, NSW,-29.84, 151.040,FALSE
Long Plain, NSW,-29.84, 151.040,FALSE
Mount Russell, NSW,-29.84, 151.040,FALSE
Newstead, NSW,-29.84, 151.040,FALSE
Nullamanna, NSW,-29.84, 151.040,FALSE
Oakwood, NSW,-29.84, 151.040,FALSE
Paradise, NSW,-29.84, 151.040,FALSE
Rob Roy, NSW,-29.84, 151.040,FALSE
Sapphire, NSW,-29.84, 151.040,FALSE
Spring Mountain, NSW,-29.84, 151.040,FALSE
Stanborough, NSW,-29.84, 151.040,FALSE
Swanbrook, NSW,-29.84, 151.040,FALSE
Wallangra, NSW,-29.84, 151.040,FALSE
Wandera, NSW,-29.84, 151.040,FALSE
Woodstock, NSW,-29.84, 151.040,FALSE
Ashford, NSW,-29.32, 151.100,FALSE
Atholwood, NSW,-29.32, 151.100,FALSE
Bonshaw, NSW,-29.32, 151.100,FALSE
Limestone, NSW,-29.32, 151.100,FALSE
Pindaroi, NSW,-29.32, 151.100,FALSE
Backwater, NSW,-30.08, 151.880,FALSE
Bald Blair, NSW,-30.08, 151.880,FALSE
Baldersleigh, NSW,-30.08, 151.880,FALSE
Bassendean, NSW,-30.08, 151.880,FALSE
Ben Lomond, NSW,-30.08, 151.880,FALSE
Black Mountain, NSW,-30.08, 151.880,FALSE
Briarbrook, NSW,-30.08, 151.880,FALSE
Brockley, NSW,-30.08, 151.880,FALSE
Brushy Creek, NSW,-30.08, 151.880,FALSE
Falconer, NSW,-30.08, 151.880,FALSE
Georges Creek, NSW,-30.08, 151.880,FALSE
Glen Nevis, NSW,-30.08, 151.880,FALSE
Glencoe, NSW,-30.08, 151.880,FALSE
Guyra, NSW,-30.08, 151.880,FALSE
Llangothlin, NSW,-30.08, 151.880,FALSE
Maybole, NSW,-30.08, 151.880,FALSE
Mount Mitchell, NSW,-30.08, 151.880,FALSE
New Valley, NSW,-30.08, 151.880,FALSE
Oban, NSW,-30.08, 151.880,FALSE
South Guyra, NSW,-30.08, 151.880,FALSE
Tenterden, NSW,-30.08, 151.880,FALSE
The Basin, NSW,-30.08, 151.880,FALSE
The Gulf, NSW,-30.08, 151.880,FALSE
Tubbamurra, NSW,-30.08, 151.880,FALSE
Wandsworth, NSW,-30.08, 151.880,FALSE
Old Mill, NSW,-29.91, 151.210,FALSE
Stannifer, NSW,-29.91, 151.210,FALSE
Tingha, NSW,-29.91, 151.210,FALSE
Bald Nob, NSW,-29.64, 151.960,FALSE
Diehard, NSW,-29.64, 151.960,FALSE
Dundee, NSW,-29.64, 151.960,FALSE
Furracabad, NSW,-29.64, 151.960,FALSE
Gibraltar Range, NSW,-29.64, 151.960,FALSE
Glen Elgin, NSW,-29.64, 151.960,FALSE
Glen Innes, NSW,-29.64, 151.960,FALSE
Kingsgate, NSW,-29.64, 151.960,FALSE
Kookabookra, NSW,-29.64, 151.960,FALSE
Matheson, NSW,-29.64, 151.960,FALSE
Moggs Swamp, NSW,-29.64, 151.960,FALSE
Moogem, NSW,-29.64, 151.960,FALSE
Morven, NSW,-29.64, 151.960,FALSE
Newton Boyd, NSW,-29.64, 151.960,FALSE
Pinkett, NSW,-29.64, 151.960,FALSE
Rangers Valley, NSW,-29.64, 151.960,FALSE
Red Range, NSW,-29.64, 151.960,FALSE
Reddestone, NSW,-29.64, 151.960,FALSE
Shannon Vale, NSW,-29.64, 151.960,FALSE
Stonehenge, NSW,-29.64, 151.960,FALSE
Swan Vale, NSW,-29.64, 151.960,FALSE
Wellingrove, NSW,-29.64, 151.960,FALSE
Yarrowford, NSW,-29.64, 151.960,FALSE
Capoompeta, NSW,-29.39, 152.040,FALSE
Deepwater, NSW,-29.39, 152.040,FALSE
Emmaville, NSW,-29.39, 152.040,FALSE
Rocky Creek, NSW,-29.39, 152.040,FALSE
Stannum, NSW,-29.39, 152.040,FALSE
Torrington, NSW,-29.39, 152.040,FALSE
Wellington Vale, NSW,-29.39, 152.040,FALSE
Yellow Dam, NSW,-29.39, 152.040,FALSE
Back Creek, NSW,-28.93, 151.700,FALSE
Bolivia, NSW,-28.93, 151.700,FALSE
Boonoo Boonoo, NSW,-28.93, 151.700,FALSE
Boorook, NSW,-28.93, 151.700,FALSE
Carrolls Creek, NSW,-28.93, 151.700,FALSE
Cullendore, NSW,-28.93, 151.700,FALSE
Forest Land, NSW,-28.93, 151.700,FALSE
Liston, NSW,-28.93, 151.700,FALSE
Mole River, NSW,-28.93, 151.700,FALSE
Rivertree, NSW,-28.93, 151.700,FALSE
Sandy Flat, NSW,-28.93, 151.700,FALSE
Sandy Hill, NSW,-28.93, 151.700,FALSE
Silent Grove, NSW,-28.93, 151.700,FALSE
Tarban, NSW,-28.93, 151.700,FALSE
Tenterfield, NSW,-28.93, 151.700,FALSE
Timbarra, NSW,-28.93, 151.700,FALSE
Willsons Downfall, NSW,-28.93, 151.700,FALSE
Woodside, NSW,-28.93, 151.700,FALSE
Wylie Creek, NSW,-28.93, 151.700,FALSE
Goolhi, NSW,-31.07, 149.710,FALSE
Mullaley, NSW,-31.07, 149.710,FALSE
Napier Lane, NSW,-31.07, 149.710,FALSE
Nombi, NSW,-31.07, 149.710,FALSE
Blue Vale, NSW,-30.8, 150.200,FALSE
Emerald Hill, NSW,-30.8, 150.200,FALSE
Ghoolendaadi, NSW,-30.8, 150.200,FALSE
Gunnedah, NSW,-30.8, 150.200,FALSE
Kelvin, NSW,-30.8, 150.200,FALSE
Marys Mount, NSW,-30.8, 150.200,FALSE
Milroy, NSW,-30.8, 150.200,FALSE
Orange Grove, NSW,-30.8, 150.200,FALSE
Rangari, NSW,-30.8, 150.200,FALSE
Breeza, NSW,-31.24, 150.460,FALSE
Curlewis, NSW,-31.24, 150.460,FALSE
Premer, NSW,-31.24, 150.460,FALSE
Tambar Springs, NSW,-31.24, 150.460,FALSE
Boggabri, NSW,-30.7, 150.040,FALSE
Maules Creek, NSW,-30.7, 150.040,FALSE
Wean, NSW,-30.7, 150.040,FALSE
Willala, NSW,-30.7, 150.040,FALSE
Burren Junction, NSW,-30.11, 148.970,FALSE
Drildool, NSW,-30.11, 148.970,FALSE
Nowley, NSW,-30.11, 148.970,FALSE
Bulyeroi, NSW,-29.78, 149.090,FALSE
Rowena, NSW,-29.78, 149.090,FALSE
Boolcarroll, NSW,-30.09, 149.440,FALSE
Cuttabri, NSW,-30.09, 149.440,FALSE
Jews Lagoon, NSW,-30.09, 149.440,FALSE
Merah North, NSW,-30.09, 149.440,FALSE
Pilliga, NSW,-30.09, 149.440,FALSE
Spring Plains, NSW,-30.09, 149.440,FALSE
The Pilliga, NSW,-30.09, 149.440,FALSE
Wee Waa, NSW,-30.09, 149.440,FALSE
Yarrie Lake, NSW,-30.09, 149.440,FALSE
Baan Baa, NSW,-30.6, 149.970,FALSE
Berrigal, NSW,-30.6, 149.970,FALSE
Bohena Creek, NSW,-30.6, 149.970,FALSE
Bullawa Creek, NSW,-30.6, 149.970,FALSE
Couradda, NSW,-30.6, 149.970,FALSE
Edgeroi, NSW,-30.6, 149.970,FALSE
Eulah Creek, NSW,-30.6, 149.970,FALSE
Harparary, NSW,-30.6, 149.970,FALSE
Jacks Creek, NSW,-30.6, 149.970,FALSE
Kaputar, NSW,-30.6, 149.970,FALSE
Narrabri, NSW,-30.6, 149.970,FALSE
Narrabri West, NSW,-30.6, 149.970,FALSE
Tarriaro, NSW,-30.6, 149.970,FALSE
Turrawan, NSW,-30.6, 149.970,FALSE
Binnaway, NSW,-31.55, 149.380,FALSE
Ropers Road, NSW,-31.55, 149.380,FALSE
Weetaliba, NSW,-31.55, 149.380,FALSE
Baradine, NSW,-30.94, 149.070,FALSE
Barwon, NSW,-30.94, 149.070,FALSE
Goorianawa, NSW,-30.94, 149.070,FALSE
Kenebri, NSW,-30.94, 149.070,FALSE
Bellata, NSW,-29.92, 149.790,FALSE
Millie, NSW,-29.92, 149.790,FALSE
Gurley, NSW,-29.74, 149.800,FALSE
Biniguy, NSW,-29.58, 150.140,FALSE
Pallamallawa, NSW,-29.58, 150.140,FALSE
Ashley, NSW,-29.32, 149.810,FALSE
Bullarah, NSW,-29.32, 149.810,FALSE
Crooble, NSW,-29.32, 149.810,FALSE
Mallowa, NSW,-29.32, 149.810,FALSE
Moree, NSW,-29.32, 149.810,FALSE
Moree East, NSW,-29.32, 149.810,FALSE
Terry Hie Hie, NSW,-29.32, 149.810,FALSE
Tulloona, NSW,-29.32, 149.810,FALSE
Gravesend, NSW,-29.58, 150.340,FALSE
Balfours Peak, NSW,-29.51, 150.750,FALSE
Coolatai, NSW,-29.51, 150.750,FALSE
Warialda, NSW,-29.51, 150.750,FALSE
Warialda Rail, NSW,-29.51, 150.750,FALSE
Delungra, NSW,-29.65, 150.830,FALSE
Gragin, NSW,-29.65, 150.830,FALSE
Myall Creek, NSW,-29.65, 150.830,FALSE
Bangheet, NSW,-29.8, 150.480,FALSE
Bingara, NSW,-29.8, 150.480,FALSE
Dinoga, NSW,-29.8, 150.480,FALSE
Elcombe, NSW,-29.8, 150.480,FALSE
Gineroi, NSW,-29.8, 150.480,FALSE
Keera, NSW,-29.8, 150.480,FALSE
Pallal, NSW,-29.8, 150.480,FALSE
Upper Bingara, NSW,-29.8, 150.480,FALSE
Boomi, NSW,-28.73, 149.580,FALSE
Garah, NSW,-28.73, 149.580,FALSE
Mungindi, NSW,-29, 149.100,FALSE
Weemelah, NSW,-29, 149.100,FALSE
Blue Nobby, NSW,-28.93, 150.390,FALSE
North Star, NSW,-28.93, 150.390,FALSE
Yallaroi, NSW,-28.93, 150.390,FALSE
Boggabilla, NSW,-28.74, 150.420,FALSE
Boonal, NSW,-28.74, 150.420,FALSE
Twin Rivers, NSW,-29.05, 150.640,FALSE
Yetman, NSW,-29.05, 150.640,FALSE
Croppa Creek, NSW,-29.13, 150.380,FALSE
Monkerai, NSW,-32.29, 151.860,FALSE
Nooroo, NSW,-32.29, 151.860,FALSE
Stroud Road, NSW,-32.29, 151.860,FALSE
Upper Karuah River, NSW,-32.29, 151.860,FALSE
Weismantels, NSW,-32.29, 151.860,FALSE
Bandon Grove, NSW,-32.43, 151.770,FALSE
Bendolba, NSW,-32.43, 151.770,FALSE
Brookfield, NSW,-32.43, 151.770,FALSE
Cambra, NSW,-32.43, 151.770,FALSE
Chichester, NSW,-32.43, 151.770,FALSE
Dungog, NSW,-32.43, 151.770,FALSE
Flat Tops, NSW,-32.43, 151.770,FALSE
Fosterton, NSW,-32.43, 151.770,FALSE
Hanleys Creek, NSW,-32.43, 151.770,FALSE
Hilldale, NSW,-32.43, 151.770,FALSE
Main Creek, NSW,-32.43, 151.770,FALSE
Marshdale, NSW,-32.43, 151.770,FALSE
Martins Creek, NSW,-32.43, 151.770,FALSE
Munni, NSW,-32.43, 151.770,FALSE
Salisbury, NSW,-32.43, 151.770,FALSE
Stroud Hill, NSW,-32.43, 151.770,FALSE
Sugarloaf, NSW,-32.43, 151.770,FALSE
Tabbil Creek, NSW,-32.43, 151.770,FALSE
Underbank, NSW,-32.43, 151.770,FALSE
Wallaringa, NSW,-32.43, 151.770,FALSE
Wallarobba, NSW,-32.43, 151.770,FALSE
Wirragulla, NSW,-32.43, 151.770,FALSE
Fishers Hill, NSW,-32.51, 151.530,FALSE
Paterson, NSW,-32.51, 151.530,FALSE
Tocal, NSW,-32.51, 151.530,FALSE
Vacy, NSW,-32.51, 151.530,FALSE
Webbers Creek, NSW,-32.51, 151.530,FALSE
Barrington, NSW,-31.97, 152.070,FALSE
Barrington Tops, NSW,-31.97, 152.070,FALSE
Baxters Ridge, NSW,-31.97, 152.070,FALSE
Belbora, NSW,-31.97, 152.070,FALSE
Berrico, NSW,-31.97, 152.070,FALSE
Bindera, NSW,-31.97, 152.070,FALSE
Bowman, NSW,-31.97, 152.070,FALSE
Bowman Farm, NSW,-31.97, 152.070,FALSE
Bretti, NSW,-31.97, 152.070,FALSE
Bulliac, NSW,-31.97, 152.070,FALSE
Bundook, NSW,-31.97, 152.070,FALSE
Callaghans Creek, NSW,-31.97, 152.070,FALSE
Cobark, NSW,-31.97, 152.070,FALSE
Coneac, NSW,-31.97, 152.070,FALSE
Copeland, NSW,-31.97, 152.070,FALSE
Craven, NSW,-31.97, 152.070,FALSE
Craven Plateau, NSW,-31.97, 152.070,FALSE
Curricabark, NSW,-31.97, 152.070,FALSE
Dewitt, NSW,-31.97, 152.070,FALSE
Faulkland, NSW,-31.97, 152.070,FALSE
Forbesdale, NSW,-31.97, 152.070,FALSE
Gangat, NSW,-31.97, 152.070,FALSE
Giro, NSW,-31.97, 152.070,FALSE
Glen Ward, NSW,-31.97, 152.070,FALSE
Gloucester, NSW,-31.97, 152.070,FALSE
Gloucester Tops, NSW,-31.97, 152.070,FALSE
Invergordon, NSW,-31.97, 152.070,FALSE
Kia Ora, NSW,-31.97, 152.070,FALSE
Mares Run, NSW,-31.97, 152.070,FALSE
Mernot, NSW,-31.97, 152.070,FALSE
Mograni, NSW,-31.97, 152.070,FALSE
Moppy, NSW,-31.97, 152.070,FALSE
Rawdon Vale, NSW,-31.97, 152.070,FALSE
Rookhurst, NSW,-31.97, 152.070,FALSE
Stratford, NSW,-31.97, 152.070,FALSE
Terreel, NSW,-31.97, 152.070,FALSE
Tibbuc, NSW,-31.97, 152.070,FALSE
Titaatee Creek, NSW,-31.97, 152.070,FALSE
Tugrabakh, NSW,-31.97, 152.070,FALSE
Wallanbah, NSW,-31.97, 152.070,FALSE
Wards River, NSW,-31.97, 152.070,FALSE
Waukivory, NSW,-31.97, 152.070,FALSE
Woko, NSW,-31.97, 152.070,FALSE
Bombah Point, NSW,-32.49, 152.280,FALSE
Boolambayte, NSW,-32.49, 152.280,FALSE
Bulahdelah, NSW,-32.49, 152.280,FALSE
Bungwahl, NSW,-32.49, 152.280,FALSE
Coolongolook, NSW,-32.49, 152.280,FALSE
Crawford River, NSW,-32.49, 152.280,FALSE
Markwell, NSW,-32.49, 152.280,FALSE
Mayers Flat, NSW,-32.49, 152.280,FALSE
Mungo Brush, NSW,-32.49, 152.280,FALSE
Myall Lake, NSW,-32.49, 152.280,FALSE
Nerong, NSW,-32.49, 152.280,FALSE
Seal Rocks, NSW,-32.49, 152.280,FALSE
Topi Topi, NSW,-32.49, 152.280,FALSE
Upper Myall, NSW,-32.49, 152.280,FALSE
Violet Hill, NSW,-32.49, 152.280,FALSE
Wang Wauk, NSW,-32.49, 152.280,FALSE
Warranulla, NSW,-32.49, 152.280,FALSE
Willina, NSW,-32.49, 152.280,FALSE
Wootton, NSW,-32.49, 152.280,FALSE
Yagon, NSW,-32.49, 152.280,FALSE
Caffreys Flat, NSW,-31.8, 152.070,FALSE
Cells River, NSW,-31.8, 152.070,FALSE
Cooplacurripa, NSW,-31.8, 152.070,FALSE
Cundle Flat, NSW,-31.8, 152.070,FALSE
Knorrit Flat, NSW,-31.8, 152.070,FALSE
Knorrit Forest, NSW,-31.8, 152.070,FALSE
Mount George, NSW,-31.8, 152.070,FALSE
Number One, NSW,-31.8, 152.070,FALSE
Tiri, NSW,-31.8, 152.070,FALSE
Allworth, NSW,-32.54, 151.960,FALSE
Booral, NSW,-32.54, 151.960,FALSE
Girvan, NSW,-32.54, 151.960,FALSE
Stroud, NSW,-32.54, 151.960,FALSE
The Branch, NSW,-32.54, 151.960,FALSE
Washpool, NSW,-32.54, 151.960,FALSE
Coopernook, NSW,-31.83, 152.610,FALSE
Langley Vale, NSW,-31.83, 152.610,FALSE
Moto, NSW,-31.83, 152.610,FALSE
Crowdy Head, NSW,-31.84, 152.740,FALSE
Harrington, NSW,-31.84, 152.740,FALSE
Blueys Beach, NSW,-32.35, 152.540,FALSE
Boomerang Beach, NSW,-32.35, 152.540,FALSE
Booti Booti, NSW,-32.35, 152.540,FALSE
Charlotte Bay, NSW,-32.35, 152.540,FALSE
Coomba Bay, NSW,-32.35, 152.540,FALSE
Coomba Park, NSW,-32.35, 152.540,FALSE
Darawank, NSW,-32.35, 152.540,FALSE
Elizabeth Beach, NSW,-32.35, 152.540,FALSE
Forster, NSW,-32.35, 152.540,FALSE
Forster Shopping Village, NSW,-32.35, 152.540,FALSE
Pacific Palms, NSW,-32.35, 152.540,FALSE
Sandbar, NSW,-32.35, 152.540,FALSE
Shallow Bay, NSW,-32.35, 152.540,FALSE
Smiths Lake, NSW,-32.35, 152.540,FALSE
Tarbuck Bay, NSW,-32.35, 152.540,FALSE
Tiona, NSW,-32.35, 152.540,FALSE
Tuncurry, NSW,-32.35, 152.540,FALSE
Wallingat, NSW,-32.35, 152.540,FALSE
Wallis Lake, NSW,-32.35, 152.540,FALSE
Whoota, NSW,-32.35, 152.540,FALSE
Bobin, NSW,-31.73, 152.280,FALSE
Boorganna, NSW,-31.73, 152.280,FALSE
Bucca Wauka, NSW,-31.73, 152.280,FALSE
Bulga Forest, NSW,-31.73, 152.280,FALSE
Bunyah, NSW,-31.73, 152.280,FALSE
Burrell Creek, NSW,-31.73, 152.280,FALSE
Caparra, NSW,-31.73, 152.280,FALSE
